,Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39,1043,60.0,1,1,3,0,104.0,1,0,2,5,8,22,1,-1,0,3,0
40,1044,54.0,5,1,1,0,529.0,1,0,2,5,8,1492,1,-1,0,3,0
41,1045,58.0,5,1,3,0,96.0,1,0,2,5,8,616,1,-1,0,3,0
42,1046,36.0,0,2,0,0,-171.0,1,0,2,5,8,242,1,-1,0,3,0
43,1047,58.0,6,1,2,0,-364.0,1,0,2,5,8,355,1,-1,0,3,0
44,1048,44.0,9,1,1,0,0.0,1,0,2,5,8,225,2,-1,0,3,0
45,1049,55.0,9,0,1,0,0.0,0,0,2,5,8,160,1,-1,0,3,0
46,1050,29.0,4,2,2,0,0.0,1,0,2,5,8,363,1,-1,0,3,0
47,1051,54.0,1,1,1,0,1291.0,1,0,2,5,8,266,1,-1,0,3,0
48,1052,48.0,4,0,2,0,-244.0,1,0,2,5,8,253,1,-1,0,3,0
49,1053,32.0,4,1,2,0,0.0,1,0,2,5,8,179,1,-1,0,3,0
50,1062,53.0,9,0,1,0,989.0,1,0,2,5,8,812,1,-1,0,3,0
51,1063,57.0,1,1,0,0,249.0,1,0,2,5,8,164,1,-1,0,3,0
52,1064,33.0,7,1,1,0,790.0,1,0,2,5,8,391,1,-1,0,3,0
53,1065,49.0,1,1,3,0,154.0,1,0,2,5,8,357,1,-1,0,3,0
54,1066,51.0,4,1,2,0,6530.0,1,0,2,5,8,91,1,-1,0,3,0
55,1067,60.0,5,1,2,0,100.0,0,0,2,5,8,528,1,-1,0,3,0
56,1068,59.0,4,0,2,0,59.0,1,0,2,5,8,273,1,-1,0,3,0
57,1069,55.0,9,1,1,0,1205.0,1,0,2,5,8,158,2,-1,0,3,0
58,1070,35.0,1,2,1,0,12223.0,1,1,2,5,8,177,1,-1,0,3,0
59,1071,57.0,1,1,1,0,5935.0,1,1,2,5,8,258,1,-1,0,3,0
60,1072,31.0,7,1,1,0,25.0,1,1,2,5,8,172,1,-1,0,3,0
61,1073,54.0,4,1,1,0,282.0,1,1,2,5,8,154,1,-1,0,3,0
62,1074,55.0,1,1,0,0,23.0,1,0,2,5,8,291,1,-1,0,3,0
63,1075,43.0,9,1,1,0,1937.0,1,0,2,5,8,181,1,-1,0,3,0
64,1076,53.0,9,1,1,0,384.0,1,0,2,5,8,176,1,-1,0,3,0
65,1077,44.0,1,1,1,0,582.0,0,1,2,5,8,211,1,-1,0,3,0
66,1078,55.0,7,0,1,0,91.0,0,0,2,5,8,349,1,-1,0,3,0
67,1079,49.0,7,0,1,0,0.0,1,1,2,5,8,272,1,-1,0,3,0
68,1080,55.0,7,0,1,1,1.0,1,0,2,5,8,208,1,-1,0,3,0
69,1081,45.0,0,2,1,0,206.0,1,0,2,5,8,193,1,-1,0,3,0
70,1082,47.0,7,0,1,0,164.0,0,0,2,5,8,212,1,-1,0,3,0
71,1083,42.0,9,2,1,0,690.0,1,0,2,5,8,20,1,-1,0,3,0
72,1084,59.0,0,1,1,0,2343.0,1,0,2,5,8,1042,1,-1,0,3,1
73,1085,46.0,6,1,2,0,137.0,1,1,2,5,8,246,1,-1,0,3,0
74,1086,51.0,1,1,0,0,173.0,1,0,2,5,8,529,2,-1,0,3,0
75,1087,56.0,0,1,1,0,45.0,0,0,2,5,8,1467,1,-1,0,3,1
76,1088,41.0,9,1,1,0,1270.0,1,0,2,5,8,1389,1,-1,0,3,1
77,1089,46.0,4,0,1,0,16.0,1,1,2,5,8,188,2,-1,0,3,0
78,1090,57.0,5,1,1,0,486.0,1,0,2,5,8,180,2,-1,0,3,0
79,1091,42.0,4,2,1,0,50.0,0,0,2,5,8,48,1,-1,0,3,0
80,1092,30.0,9,1,1,0,152.0,1,1,2,5,8,213,2,-1,0,3,0
81,1093,60.0,0,1,1,0,290.0,1,0,2,5,8,583,1,-1,0,3,0
82,1094,60.0,1,1,3,0,54.0,1,0,2,5,8,221,1,-1,0,3,0
83,1095,57.0,2,0,1,0,-37.0,0,0,2,5,8,173,1,-1,0,3,0
84,1096,36.0,4,1,2,0,101.0,1,1,2,5,8,426,1,-1,0,3,0
85,1097,55.0,1,1,1,0,383.0,0,0,2,5,8,287,1,-1,0,3,0
86,1098,60.0,5,1,2,0,81.0,1,0,2,5,8,101,1,-1,0,3,0
87,1099,39.0,9,1,1,0,0.0,1,0,2,5,8,203,1,-1,0,3,0
88,1100,46.0,4,1,2,0,229.0,1,0,2,5,8,197,1,-1,0,3,0
89,1101,44.0,1,1,1,0,-674.0,1,0,2,5,8,257,1,-1,0,3,0
90,1102,53.0,1,1,0,0,90.0,0,0,2,5,8,124,1,-1,0,3,0
91,1103,52.0,1,1,0,0,128.0,1,0,2,5,8,229,1,-1,0,3,0
92,1104,59.0,1,1,0,0,179.0,1,0,2,5,8,55,3,-1,0,3,0
93,1105,27.0,9,2,2,0,0.0,1,0,2,5,8,400,1,-1,0,3,0
94,1106,44.0,1,1,1,0,54.0,1,0,2,5,8,197,1,-1,0,3,0
95,1107,47.0,9,1,2,0,151.0,1,0,2,5,8,190,1,-1,0,3,0
96,1108,34.0,0,1,1,0,61.0,0,1,2,5,8,21,1,-1,0,3,0
97,1109,59.0,5,2,1,0,30.0,1,0,2,5,8,514,1,-1,0,3,0
98,1110,45.0,4,1,2,0,523.0,1,0,2,5,8,849,2,-1,0,3,0
99,1111,29.0,7,0,1,0,31.0,1,0,2,5,8,194,1,-1,0,3,0
100,1112,46.0,9,0,1,0,79.0,0,0,2,5,8,144,1,-1,0,3,0
101,1113,56.0,6,1,0,0,-34.0,1,1,2,5,8,212,2,-1,0,3,0
102,1114,36.0,1,1,0,0,448.0,1,0,2,5,8,286,1,-1,0,3,0
103,1115,59.0,5,0,0,0,81.0,1,0,2,5,8,107,1,-1,0,3,0
104,1116,44.0,1,1,1,0,144.0,1,0,2,5,8,247,2,-1,0,3,0
105,1117,41.0,0,1,1,0,351.0,1,0,2,5,8,518,1,-1,0,3,0
106,1118,33.0,4,2,2,0,-67.0,1,0,2,5,8,364,1,-1,0,3,0
107,1119,59.0,4,0,2,0,262.0,0,0,2,5,8,178,1,-1,0,3,0
108,1120,57.0,9,1,0,0,0.0,0,0,2,5,8,98,1,-1,0,3,0
109,1121,56.0,9,0,3,0,56.0,1,0,2,5,8,439,1,-1,0,3,0
110,1122,51.0,1,1,1,0,26.0,1,0,2,5,8,79,1,-1,0,3,0
111,1123,34.0,0,1,3,0,3.0,1,0,2,5,8,120,3,-1,0,3,0
112,1124,43.0,7,1,1,0,41.0,1,1,2,5,8,127,2,-1,0,3,0
113,1125,52.0,9,1,2,0,7.0,0,1,2,5,8,175,1,-1,0,3,0
114,1126,33.0,9,2,1,0,105.0,1,0,2,5,8,262,2,-1,0,3,0
115,1127,29.0,0,2,1,0,818.0,1,1,2,5,8,61,1,-1,0,3,0
116,1128,34.0,7,1,1,0,-16.0,1,1,2,5,8,78,1,-1,0,3,0
117,1129,31.0,1,1,1,0,0.0,1,0,2,5,8,143,1,-1,0,3,0
118,1130,55.0,7,1,1,0,2476.0,1,0,2,5,8,579,1,-1,0,3,1
119,1131,55.0,4,1,3,0,1185.0,0,0,2,5,8,677,1,-1,0,3,0
120,1132,32.0,0,2,1,0,217.0,1,0,2,5,8,345,1,-1,0,3,0
121,1133,38.0,9,2,1,0,1685.0,1,0,2,5,8,185,1,-1,0,3,0
122,1134,55.0,0,2,1,0,802.0,1,1,2,5,8,100,2,-1,0,3,0
123,1135,28.0,10,2,2,0,0.0,1,0,2,5,8,125,2,-1,0,3,0
124,1136,23.0,1,1,1,0,94.0,1,0,2,5,8,193,1,-1,0,3,0
125,1137,32.0,9,2,1,0,0.0,1,0,2,5,8,136,1,-1,0,3,0
126,1138,43.0,7,2,3,0,0.0,0,0,2,5,8,73,1,-1,0,3,0
127,1139,32.0,1,1,1,0,517.0,1,0,2,5,8,528,1,-1,0,3,0
128,1140,46.0,1,1,1,0,265.0,1,0,2,5,8,541,1,-1,0,3,0
129,1141,53.0,3,0,0,0,947.0,1,0,2,5,8,163,1,-1,0,3,0
130,1142,34.0,6,2,1,0,3.0,1,0,2,5,8,301,1,-1,0,3,0
131,1143,57.0,10,1,2,0,42.0,0,0,2,5,8,46,1,-1,0,3,0
132,1144,37.0,1,1,1,0,37.0,1,0,2,5,8,204,1,-1,0,3,0
133,1145,59.0,1,1,1,0,57.0,1,0,2,5,8,98,1,-1,0,3,0
134,1146,33.0,7,1,1,0,22.0,1,0,2,5,8,71,1,-1,0,3,0
135,1147,56.0,1,0,0,0,8.0,1,0,2,5,8,157,2,-1,0,3,0
136,1148,48.0,10,1,1,0,293.0,1,0,2,5,8,243,1,-1,0,3,0
137,1149,43.0,7,1,0,0,3.0,1,0,2,5,8,186,2,-1,0,3,0
138,1150,54.0,1,1,0,0,348.0,1,0,2,5,8,579,2,-1,0,3,0
139,1151,51.0,1,1,3,0,-19.0,1,0,2,5,8,163,2,-1,0,3,0
140,1152,26.0,8,2,1,0,0.0,1,0,2,5,8,610,2,-1,0,3,0
141,1153,40.0,4,1,2,0,-4.0,1,0,2,5,8,2033,1,-1,0,3,0
142,1154,39.0,4,1,1,0,18.0,1,0,2,5,8,85,1,-1,0,3,0
143,1155,50.0,9,1,0,0,139.0,0,0,2,5,8,114,2,-1,0,3,0
144,1156,41.0,7,1,1,0,0.0,1,0,2,5,8,114,2,-1,0,3,0
145,1157,51.0,1,1,3,0,1883.0,1,0,2,5,8,57,1,-1,0,3,0
146,1158,60.0,5,0,1,0,216.0,1,0,2,5,8,238,1,-1,0,3,0
147,1159,52.0,1,1,1,0,782.0,1,0,2,5,8,93,3,-1,0,3,0
148,1160,48.0,1,1,1,0,904.0,1,0,2,5,8,128,2,-1,0,3,0
149,1161,48.0,7,1,3,0,1705.0,1,0,2,5,8,107,1,-1,0,3,0
150,1162,39.0,9,2,2,0,47.0,1,0,2,5,8,181,1,-1,0,3,0
151,1163,47.0,7,2,1,0,176.0,1,0,2,5,8,303,2,-1,0,3,0
152,1164,40.0,1,1,1,0,1225.0,1,0,2,5,8,558,5,-1,0,3,0
153,1165,45.0,9,1,1,0,86.0,1,0,2,5,8,270,1,-1,0,3,0
154,1166,26.0,0,2,1,0,82.0,1,0,2,5,8,228,1,-1,0,3,0
155,1167,52.0,4,1,2,0,271.0,1,0,2,5,8,99,1,-1,0,3,0
156,1168,54.0,9,1,1,0,1378.0,1,0,2,5,8,240,1,-1,0,3,0
157,1169,54.0,0,1,2,0,184.0,0,0,2,5,8,673,2,-1,0,3,1
158,1170,50.0,1,1,0,0,0.0,0,0,2,5,8,233,3,-1,0,3,0
159,1171,35.0,1,1,1,0,0.0,1,0,2,5,8,1056,1,-1,0,3,0
160,1172,44.0,7,1,1,0,1357.0,1,1,2,5,8,250,1,-1,0,3,0
161,1173,53.0,2,1,3,0,19.0,1,0,2,5,8,252,1,-1,0,3,0
162,1174,35.0,5,2,0,0,434.0,0,0,2,5,8,138,1,-1,0,3,0
163,1175,60.0,0,0,1,0,92.0,1,0,2,5,8,130,1,-1,0,3,0
164,1176,53.0,0,0,1,0,1151.0,1,0,2,5,8,412,1,-1,0,3,0
165,1177,48.0,10,1,1,0,41.0,1,0,2,5,8,179,2,-1,0,3,0
166,1178,34.0,9,1,1,0,51.0,1,0,2,5,8,19,2,-1,0,3,0
167,1179,54.0,7,1,1,0,214.0,1,0,2,5,8,458,2,-1,0,3,0
168,1180,51.0,4,1,1,0,1161.0,1,0,2,5,8,717,1,-1,0,3,0
169,1181,31.0,7,1,2,0,37.0,1,0,2,5,8,313,1,-1,0,3,0
170,1182,35.0,9,0,1,0,787.0,1,0,2,5,8,683,2,-1,0,3,0
171,1183,35.0,7,1,1,0,59.0,1,0,2,5,8,1077,1,-1,0,3,0
172,1184,38.0,9,1,1,0,253.0,1,0,2,5,8,416,1,-1,0,3,0
173,1185,36.0,0,1,2,0,211.0,1,0,2,5,8,146,2,-1,0,3,0
174,1186,58.0,5,1,0,0,235.0,1,0,2,5,8,167,1,-1,0,3,0
175,1187,40.0,7,0,3,0,4384.0,1,0,2,5,8,315,1,-1,0,3,0
176,1188,54.0,4,1,1,0,4080.0,0,0,2,5,8,140,1,-1,0,3,0
177,1189,34.0,1,2,1,0,53.0,1,1,2,5,8,346,1,-1,0,3,0
178,1190,31.0,4,2,2,0,0.0,1,0,2,5,8,562,1,-1,0,3,0
179,1191,51.0,5,1,1,0,2127.0,1,0,2,5,8,172,1,-1,0,3,0
180,1192,33.0,4,1,2,0,377.0,1,0,2,5,8,217,1,-1,0,3,0
181,1193,55.0,4,1,2,0,73.0,1,0,2,5,8,142,2,-1,0,3,0
182,1194,42.0,0,1,1,0,445.0,1,0,2,5,8,67,1,-1,0,3,0
183,1195,34.0,1,1,1,0,243.0,1,0,2,5,8,291,1,-1,0,3,0
184,1196,33.0,1,2,1,0,307.0,1,0,2,5,8,309,2,-1,0,3,0
185,1197,38.0,7,1,1,0,155.0,1,0,2,5,8,248,1,-1,0,3,0
186,1198,50.0,9,0,2,0,173.0,0,1,2,5,8,98,1,-1,0,3,0
187,1199,43.0,4,1,2,0,400.0,1,0,2,5,8,256,1,-1,0,3,0
188,1200,61.0,1,0,0,0,1428.0,1,0,2,5,8,82,2,-1,0,3,0
189,1201,47.0,0,1,1,0,219.0,1,0,2,5,8,577,1,-1,0,3,0
190,1202,48.0,6,1,2,0,7.0,1,0,2,5,8,286,1,-1,0,3,0
191,1203,44.0,1,1,1,0,575.0,1,0,2,5,8,477,1,-1,0,3,0
192,1204,35.0,8,2,3,0,298.0,1,0,2,5,8,611,2,-1,0,3,0
193,1205,35.0,7,1,1,0,0.0,1,0,2,5,8,471,1,-1,0,3,0
194,1206,50.0,7,1,1,0,5699.0,1,0,2,5,8,381,2,-1,0,3,0
195,1207,41.0,4,1,2,0,176.0,1,1,2,5,8,42,1,-1,0,3,0
196,1208,41.0,4,1,2,0,517.0,1,0,2,5,8,251,1,-1,0,3,0
197,1209,39.0,7,2,3,0,257.0,1,0,2,5,8,408,1,-1,0,3,0
198,1210,42.0,5,1,1,0,56.0,1,0,2,5,8,215,1,-1,0,3,0
199,1211,38.0,1,1,1,0,-390.0,1,0,2,5,8,287,1,-1,0,3,0
200,1212,53.0,5,1,1,0,330.0,1,0,2,5,8,216,2,-1,0,3,0
201,1213,59.0,3,0,0,0,195.0,0,0,2,5,8,366,2,-1,0,3,0
202,1214,36.0,7,1,1,0,301.0,1,0,2,5,8,210,1,-1,0,3,0
203,1215,54.0,1,1,0,0,-41.0,1,0,2,5,8,288,1,-1,0,3,0
204,1216,40.0,9,1,2,0,483.0,1,0,2,5,8,168,1,-1,0,3,0
205,1217,47.0,11,1,3,0,28.0,0,0,2,5,8,338,2,-1,0,3,0
206,1218,53.0,10,1,3,0,13.0,0,0,2,5,8,410,3,-1,0,3,0
207,1219,46.0,3,1,0,0,965.0,0,0,2,5,8,177,1,-1,0,3,0
208,1220,39.0,4,1,2,0,378.0,1,1,2,5,8,127,2,-1,0,3,0
209,1221,40.0,10,1,1,0,219.0,1,0,2,5,8,357,1,-1,0,3,0
210,1222,28.0,1,1,0,0,324.0,1,0,2,5,8,175,1,-1,0,3,0
211,1223,35.0,2,0,1,0,-69.0,1,0,2,5,8,300,1,-1,0,3,0
212,1224,55.0,5,1,1,0,0.0,0,1,2,5,8,136,1,-1,0,3,0
213,1225,43.0,9,0,3,0,205.0,1,0,2,5,8,1419,1,-1,0,3,0
214,1226,48.0,1,1,0,0,278.0,1,0,2,5,8,125,2,-1,0,3,0
215,1227,58.0,4,1,3,0,1065.0,1,0,2,5,8,213,3,-1,0,3,0
216,1228,33.0,4,2,2,0,34.0,1,0,2,5,8,27,1,-1,0,3,0
217,1229,36.0,1,1,3,0,1033.0,0,0,2,5,8,238,2,-1,0,3,0
218,1230,53.0,7,0,1,0,1467.0,1,0,2,5,8,124,1,-1,0,3,0
219,1231,47.0,1,1,0,0,-12.0,1,0,2,5,8,18,1,-1,0,3,0
220,1232,31.0,7,1,1,0,388.0,1,0,2,5,8,730,2,-1,0,3,0
221,1233,57.0,2,1,1,0,294.0,1,0,2,5,8,746,2,-1,0,3,0
222,1234,53.0,1,1,3,0,1827.0,0,0,2,5,8,121,1,-1,0,3,0
223,1235,55.0,1,1,0,0,627.0,1,0,2,5,8,247,1,-1,0,3,0
224,1236,45.0,1,1,0,0,25.0,1,0,2,5,8,40,1,-1,0,3,0
225,1237,53.0,0,0,1,0,315.0,1,0,2,5,8,181,2,-1,0,3,0
226,1238,37.0,1,1,0,0,0.0,1,0,2,5,8,79,1,-1,0,3,0
227,1239,44.0,0,0,1,0,66.0,1,0,2,5,8,206,1,-1,0,3,0
228,1240,49.0,1,0,0,0,-9.0,1,1,2,5,8,389,1,-1,0,3,0
229,1241,46.0,9,1,1,0,349.0,1,1,2,5,8,127,1,-1,0,3,0
230,1242,43.0,2,1,3,0,100.0,1,0,2,5,8,702,1,-1,0,3,0
231,1243,38.0,0,1,1,0,0.0,0,0,2,5,8,151,1,-1,0,3,0
232,1244,43.0,9,1,1,0,434.0,1,0,2,5,8,117,1,-1,0,3,0
233,1245,49.0,4,1,2,0,3237.0,1,0,2,5,8,232,3,-1,0,3,0
234,1246,42.0,4,1,3,0,275.0,0,0,2,5,8,408,2,-1,0,3,0
235,1247,22.0,1,2,1,0,0.0,1,0,2,5,8,179,2,-1,0,3,0
236,1248,40.0,4,1,2,0,207.0,1,0,2,5,8,39,1,-1,0,3,0
237,1249,39.0,1,1,1,0,483.0,1,0,2,5,8,282,1,-1,0,3,0
238,1250,51.0,7,1,1,0,2248.0,1,0,2,5,8,714,2,-1,0,3,0
239,1251,49.0,0,1,1,0,428.0,1,0,2,5,8,50,1,-1,0,3,0
240,1252,53.0,1,1,1,0,0.0,1,1,2,5,8,181,1,-1,0,3,0
241,1253,34.0,7,2,1,0,0.0,1,0,2,5,8,142,1,-1,0,3,0
242,1254,33.0,9,0,1,0,140.0,1,0,2,5,8,227,1,-1,0,3,0
243,1255,50.0,4,2,2,0,297.0,1,0,2,5,8,119,1,-1,0,3,0
244,1256,39.0,1,1,0,0,279.0,1,0,2,5,8,361,1,-1,0,3,0
245,1257,59.0,2,0,1,0,901.0,1,0,2,5,8,73,3,-1,0,3,0
246,1258,30.0,9,2,1,0,2573.0,1,0,2,5,8,67,2,-1,0,3,0
247,1259,36.0,7,1,1,0,143.0,1,1,2,5,8,350,1,-1,0,3,0
248,1260,40.0,1,1,1,0,475.0,1,0,2,5,8,332,2,-1,0,3,0
249,1261,53.0,1,1,1,0,70.0,1,0,2,5,8,611,2,-1,0,3,0
250,1262,34.0,4,2,2,0,318.0,1,0,2,5,8,113,2,-1,0,3,0
251,1263,37.0,9,1,1,0,275.0,1,0,2,5,8,132,1,-1,0,3,0
252,1264,42.0,4,0,2,0,742.0,1,0,2,5,8,58,3,-1,0,3,0
253,1265,41.0,2,1,0,0,236.0,1,0,2,5,8,151,1,-1,0,3,0
254,1266,30.0,8,2,2,0,25.0,1,0,2,5,8,89,2,-1,0,3,0
255,1267,37.0,4,2,2,0,600.0,1,0,2,5,8,152,1,-1,0,3,0
256,1268,39.0,0,0,1,0,-349.0,1,0,2,5,8,611,2,-1,0,3,0
257,1269,41.0,1,1,0,0,183.0,1,1,2,5,8,110,2,-1,0,3,0
258,1270,40.0,1,1,0,0,0.0,1,0,2,5,8,463,1,-1,0,3,0
259,1271,42.0,4,2,2,0,0.0,1,1,2,5,8,562,2,-1,0,3,1
260,1272,40.0,1,0,0,0,0.0,1,0,2,5,8,962,1,-1,0,3,0
261,1273,57.0,9,1,1,0,1078.0,1,0,2,5,8,10,4,-1,0,3,0
262,1274,56.0,2,0,1,0,155.0,0,0,2,5,8,118,3,-1,0,3,0
263,1275,37.0,0,1,1,0,190.0,1,0,2,5,8,92,2,-1,0,3,0
264,1276,59.0,5,1,1,0,319.0,1,0,2,5,8,143,3,-1,0,3,0
265,1277,39.0,7,0,1,0,-185.0,1,0,2,5,8,189,3,-1,0,3,0
266,1278,49.0,7,1,1,0,47.0,0,0,2,5,8,234,2,-1,0,3,0
267,1279,38.0,7,2,1,0,570.0,1,0,2,5,8,75,2,-1,0,3,0
268,1280,36.0,6,1,2,0,19.0,0,0,2,5,8,189,2,-1,0,3,0
269,1281,50.0,1,1,0,0,61.0,1,0,2,5,8,621,3,-1,0,3,0
270,1282,41.0,0,1,1,0,-62.0,1,1,2,5,8,55,2,-1,0,3,0
271,1283,54.0,9,1,2,0,258.0,0,0,2,5,8,310,4,-1,0,3,0
272,1284,58.0,1,1,0,0,76.0,1,0,2,5,8,156,2,-1,0,3,0
273,1285,30.0,1,2,1,0,0.0,1,0,2,5,8,5,2,-1,0,3,0
274,1286,33.0,0,2,1,0,352.0,1,0,2,5,8,225,2,-1,0,3,0
275,1287,47.0,0,1,1,0,368.0,1,0,2,5,8,125,2,-1,0,3,0
276,1288,50.0,9,2,2,0,339.0,1,0,2,5,8,2,3,-1,0,3,0
277,1289,32.0,1,1,1,0,1331.0,1,0,2,5,8,286,2,-1,0,3,0
278,1290,40.0,6,1,1,0,672.0,1,0,2,5,8,164,2,-1,0,3,0
279,1291,37.0,4,1,2,0,58.0,1,0,2,5,8,98,2,-1,0,3,0
280,1292,54.0,9,2,3,0,447.0,1,0,2,5,8,742,2,-1,0,3,0
281,1293,24.0,8,2,1,0,423.0,1,0,2,5,8,226,3,-1,0,3,0
282,1294,54.0,4,1,2,0,0.0,0,0,2,5,8,120,2,-1,0,3,0
283,1295,34.0,9,1,1,0,19.0,1,0,2,5,8,362,4,-1,0,3,0
284,1296,56.0,9,0,0,0,13.0,1,0,2,5,8,357,2,-1,0,3,0
285,1297,31.0,1,2,1,0,3.0,1,0,2,5,8,200,2,-1,0,3,0
286,1298,24.0,8,2,1,0,82.0,1,0,2,5,8,204,2,-1,0,3,0
287,1299,42.0,1,0,0,0,28.0,1,0,2,5,8,126,3,-1,0,3,0
288,1300,57.0,9,1,1,0,792.0,1,0,2,5,8,65,2,-1,0,3,0
289,1301,42.0,1,1,3,0,408.0,1,0,2,5,8,107,2,-1,0,3,0
290,1302,51.0,0,1,1,0,531.0,1,0,2,5,8,267,2,-1,0,3,0
291,1303,57.0,5,1,1,0,211.0,1,0,2,5,8,248,2,-1,0,3,0
292,1304,36.0,7,2,1,0,62.0,1,0,2,5,8,215,2,-1,0,3,0
293,1305,53.0,7,1,3,0,257.0,1,0,2,5,8,209,2,-1,0,3,0
294,1306,50.0,9,1,1,0,1234.0,1,0,2,5,8,205,2,-1,0,3,0
295,1307,54.0,4,1,2,0,313.0,1,0,2,5,8,83,2,-1,0,3,0
296,1308,55.0,1,1,1,0,89.0,1,0,2,5,8,106,3,-1,0,3,0
297,1309,44.0,1,1,1,0,129.0,1,1,2,5,8,189,2,-1,0,3,0
298,1310,43.0,4,1,3,0,0.0,1,0,2,5,8,105,2,-1,0,3,0
299,1311,56.0,0,1,1,0,353.0,1,0,2,5,8,106,2,-1,0,3,0
300,1312,54.0,9,1,3,0,851.0,1,0,2,5,8,108,2,-1,0,3,0
301,1313,55.0,7,0,0,0,96.0,1,1,2,5,8,311,2,-1,0,3,0
302,1314,37.0,7,0,1,0,398.0,1,1,2,5,8,214,2,-1,0,3,0
303,1315,33.0,0,2,2,0,193.0,0,0,2,5,8,132,2,-1,0,3,0
304,1316,46.0,0,1,1,0,-358.0,1,0,2,5,8,358,2,-1,0,3,0
305,1317,36.0,1,1,1,0,539.0,1,1,2,5,8,453,2,-1,0,3,0
306,1318,51.0,9,2,1,0,0.0,1,0,2,5,8,364,2,-1,0,3,0
307,1319,40.0,5,2,0,0,0.0,0,0,2,5,8,136,2,-1,0,3,0
308,1320,42.0,1,1,1,0,490.0,1,0,2,5,8,386,2,-1,0,3,0
309,1321,51.0,1,1,1,0,0.0,1,0,2,5,8,173,2,-1,0,3,0
310,1322,49.0,1,1,3,0,403.0,1,0,2,5,8,241,2,-1,0,3,0
311,1323,48.0,4,1,1,0,161.0,1,0,2,5,8,224,3,-1,0,3,0
312,1324,32.0,9,0,2,0,2558.0,0,0,2,5,8,148,2,-1,0,3,0
313,1325,31.0,0,2,1,0,98.0,1,0,2,5,8,196,2,-1,0,3,0
